iter	Logloss
217	0.1574586673
218	0.1574038172
219	0.1573337559
220	0.1572736783
221	0.157177822
222	0.1571193607
223	0.1570266881
224	0.1569728346
225	0.1569030118
226	0.1567798052
227	0.1567111501
228	0.1566086762
229	0.1565254127
230	0.1564711225
231	0.1564227832
232	0.1562862244
233	0.1562190399
234	0.1561678462
235	0.1561151149
236	0.1560426273
237	0.1559317672
238	0.1558651495
239	0.155766978
240	0.1557189646
241	0.1556762721
242	0.155493752
243	0.1554249734
244	0.1553461736
245	0.1552809356
246	0.1552339251
247	0.1550823055
248	0.1549836657
249	0.154896594
250	0.1547844559
251	0.1546571249
252	0.1545133224
253	0.154426721
254	0.1543558523
255	0.1542741772
256	0.1541959465
257	0.1541349118
258	0.1540684432
259	0.1540066391
260	0.1539476573
261	0.1538725668
262	0.1537943356
263	0.1537375992
264	0.1536460119
265	0.1535204943
266	0.1534660646
267	0.153391048
268	0.153339205
269	0.1532727488
270	0.1532235434
271	0.1531180547
272	0.153008562
273	0.1528401766
274	0.1527746565
275	0.1527072231
276	0.1526456606
277	0.1525265192
278	0.1524137812
279	0.152237169
280	0.1521863531
281	0.1520451657
282	0.1519847547
283	0.1519305951
284	0.1518304391
285	0.1517544041
286	0.151602935
287	0.1515419215
288	0.1514226721
289	0.1513003753
290	0.151147129
291	0.1510149809
292	0.150919966
293	0.1508702562
294	0.1507972024
295	0.1507424073
296	0.1506831287
297	0.150614805
298	0.1505544037
299	0.1504153739
300	0.1503059892
301	0.150197128
302	0.1500955992
303	0.1499883541
304	0.1499160776
305	0.1498298401
306	0.149760441
307	0.1497109677
308	0.1496946202
309	0.1496445507
310	0.1494948034
311	0.1494428493
312	0.1493367691
313	0.1492596157
314	0.1491945458
315	0.1490257308
316	0.1489620696
317	0.1489198043
318	0.1488370221
319	0.1487145546
320	0.1486514532
321	0.1485523606
322	0.1485063241
323	0.1484395788
324	0.148332817
325	0.1482701531
326	0.1482023657
327	0.1481315231
328	0.1480816384
329	0.1480332384
330	0.1479980468
331	0.1479393738
332	0.1478691546
333	0.1478041978
334	0.1477526919
335	0.1477190795
336	0.1476762247
337	0.1476004853
338	0.147506018
339	0.1474631326
340	0.1473767449
341	0.1472337158
342	0.1471272987
343	0.1470809627
344	0.1470210202
345	0.1469715108
346	0.1468992433
347	0.146827988
348	0.1467574392
349	0.1467222589
350	0.146649656
351	0.146597649
352	0.1465053471
353	0.1463901935
354	0.1463118109
355	0.1462414744
356	0.1461215459
357	0.146049611
358	0.1459017761
359	0.1458701998
360	0.1458183123
361	0.1457512694
362	0.1457107913
363	0.1456295679
364	0.1455685777
365	0.1455202932
366	0.1454270843
367	0.1453672101
368	0.1453047009
369	0.1452353987
370	0.1451824194
371	0.1451282607
372	0.1450525885
373	0.1449182048
374	0.1448096918
375	0.1447504643
376	0.1446867715
377	0.1446201523
378	0.1445424992
379	0.1444825054
380	0.1444339715
381	0.1443457907
382	0.1442668521
383	0.1441867881
384	0.144105002
385	0.1440164365
386	0.1439350841
387	0.1438492559
388	0.1438075824
389	0.1437551295
390	0.1436777351
391	0.1436304009
392	0.143589193
393	0.1435367692
394	0.1434833001
395	0.1434230994
396	0.1433756157
397	0.1432412856
398	0.143146483
399	0.1430805425
400	0.1430630908
401	0.1430081308
402	0.1429609886
403	0.1428709524
404	0.1428071081
405	0.1427471766
406	0.142690711
407	0.1426057113
408	0.1425589289
409	0.1425186417
410	0.1424517362
411	0.1423760452
412	0.1422901334
413	0.1422135943
414	0.1421544975
415	0.1421012123
416	0.1420608233
417	0.1419883606
418	0.1419445203
419	0.1418788491
420	0.1418433305
421	0.1418087613
422	0.1417695013
423	0.1417343197
424	0.1416880655
425	0.1416074547
426	0.141586095
427	0.1415335321
428	0.1415018975
429	0.1414212535
430	0.1413535887
431	0.141311057
432	0.1412185411
433	0.141130794
434	0.1410602063
435	0.1409310825
436	0.1408548698
437	0.1407613218
438	0.1406421632
439	0.1405733624
440	0.1405231802
441	0.1404356263
442	0.1403186077
443	0.1402667807
444	0.1402193661
445	0.1401647604
446	0.1401010379
447	0.1400578806
448	0.140009744
449	0.1399509433
450	0.1399194568
451	0.1398624214
452	0.1398020141
453	0.1397569108
454	0.1396652467
455	0.1395920317
456	0.1395524967
457	0.1394944904
458	0.1394514561
459	0.1393707823
460	0.1393233424
461	0.1392688845
462	0.1391717004
463	0.1391430807
464	0.1390805003
465	0.1390200588
466	0.1389780188
467	0.1388696379
468	0.1388310527
469	0.1387303459
470	0.1386773034
471	0.138667288
472	0.1386035243
473	0.1385693537
474	0.1385002464
475	0.138455396
476	0.1384207158
477	0.1383640962
478	0.1382900935
479	0.1382464534
480	0.1381997642
481	0.1381484221
482	0.1381137985
483	0.1380377679
484	0.1379807922
485	0.1379204983
486	0.1378520018
487	0.1378146993
488	0.1377355252
489	0.1376725776
490	0.1376061797
491	0.1375636209
492	0.1375149805
493	0.1374855056
494	0.137418425
495	0.1373768205
496	0.1373291908
497	0.1372708789
498	0.1372248643
499	0.1371483151
500	0.1370962028
501	0.137065321
502	0.1370163776
503	0.136971088
504	0.1369011887
505	0.1368439918
506	0.1367729797
507	0.1367377223
508	0.1366682619
509	0.1366295274
510	0.1365851148
511	0.13650167
512	0.1364456744
513	0.1364130354
514	0.136344749
515	0.1362956945
516	0.1362424399
517	0.1362027325
518	0.1361578473
519	0.1361015238
520	0.1360580265
521	0.13601563
522	0.1359782476
523	0.1359336584
524	0.1358672923
525	0.1358119643
526	0.1357731541
527	0.135722784
528	0.1356778872
529	0.1356390907
530	0.1356013113
531	0.1355574971
532	0.1355316897
533	0.1354809644
534	0.135429344
535	0.1353723167
536	0.1353241308
537	0.1352715673
538	0.1352600518
539	0.1352188926
540	0.1351829449
541	0.1351397165
542	0.1350697115
543	0.1350259693
544	0.1349602788
545	0.1348447963
546	0.1348340343
547	0.1347705328
548	0.1347477202
549	0.1347006631
550	0.1346410936
551	0.1345926923
552	0.1345605607
553	0.134512496
554	0.1344708999
555	0.1344232653
556	0.134345739
557	0.1343175691
558	0.1342720374
559	0.134252408
560	0.1341671809
561	0.1341053922
562	0.1340698277
563	0.1340007811
564	0.1339367188
565	0.1338792807
566	0.1338357537
567	0.1337873982
568	0.1337009703
569	0.1336604863
570	0.1335803838
571	0.1335433954
572	0.1334448121
573	0.1333866688
574	0.1333370851
575	0.1332966091
576	0.1332392424
577	0.1331972112
578	0.1331498116
579	0.1330979247
580	0.1330350442
581	0.1329891159
582	0.132925083
583	0.1328815463
584	0.132812938
585	0.1327682959
586	0.1326805329
587	0.132634283
588	0.1325843972
589	0.132553878
590	0.1325103279
591	0.132499914
592	0.1324565999
593	0.1324167949
594	0.132377272
595	0.1323355445
596	0.1322680827
597	0.132218818
598	0.1321751031
599	0.1321202719
600	0.1320583323
601	0.1320047616
602	0.1319623993
603	0.1319108563
604	0.1318650521
605	0.1318202473
606	0.1317511177
607	0.1316909492
608	0.131644979
609	0.1315987221
610	0.131554739
611	0.1315260775
612	0.1314841628
613	0.131436533
614	0.1313683907
615	0.1313364875
616	0.1312716047
617	0.1311852749
618	0.1311285397
619	0.1310411289
620	0.1309910043
621	0.1309460398
622	0.1309036435
623	0.1308442522
624	0.1308279729
625	0.1307884584
626	0.1307152835
627	0.1306668882
628	0.1305888491
629	0.1305475725
630	0.1305067007
631	0.1304610836
632	0.1304057157
633	0.1303451951
634	0.1303132125
635	0.1302548548
636	0.1302168311
637	0.1301612849
638	0.1301235006
639	0.1300777623
640	0.1300413677
641	0.1300115021
642	0.1299828114
643	0.1299577513
644	0.1298813804
645	0.1298198432
646	0.1297708652
647	0.1297166253
648	0.1296933871
649	0.1296506231
650	0.1296265661
651	0.1295732927
652	0.129550001
653	0.129517537
654	0.1294433101
655	0.1294045736
656	0.1293441833
657	0.129297328
658	0.1292102208
659	0.1291684399
660	0.1291264517
661	0.1290956268
662	0.1290485435
663	0.1289910785
664	0.1289341743
665	0.1288842625
666	0.1288211947
667	0.1287500038
668	0.1287107014
669	0.1286653384
670	0.1286344281
671	0.1285989658
672	0.1285568635
673	0.1285215971
674	0.128514229
675	0.1284604859
676	0.1284231736
677	0.1284137566
678	0.1283666812
679	0.1283128127
680	0.1282502644
681	0.1281874917
682	0.1281344109
683	0.1281004434
684	0.1280428222
685	0.1279743815
686	0.1279267962
687	0.1278826135
688	0.1278586008
689	0.1278184043
690	0.1277820738
691	0.1277019918
692	0.1276570478
693	0.1276100695
694	0.1275809207
695	0.1275432485
696	0.1274990358
697	0.1274621626
698	0.1274026636
699	0.1273750093
700	0.1273195642
701	0.1272658786
702	0.127236362
703	0.1271828667
704	0.1270972715
705	0.1270569112
706	0.1270118372
707	0.12696216
708	0.1269100013
709	0.1268624316
710	0.1267979535
711	0.1267507017
712	0.1266984226
713	0.1266684166
714	0.1266486926
715	0.1266178015
716	0.126559811
717	0.1265171714
718	0.1264742704
719	0.1264229139
720	0.1263876834
721	0.1263264729
722	0.1262926128
723	0.1262643743
724	0.1262280635
725	0.1261866299
726	0.1261396092
727	0.1261048163
728	0.1260707991
729	0.1260195276
730	0.1259664424
731	0.1259260721
732	0.1258764997
733	0.1258437222
734	0.1258036878
735	0.1257312747
736	0.1257022349
737	0.1256443733
738	0.1255825397
739	0.1255094171
740	0.1254495839
741	0.125409195
742	0.1253444887
743	0.1253003407
744	0.1252773916
745	0.1252377461
746	0.1251938761
747	0.1251549615
748	0.1251200548
749	0.1250753302
750	0.1250472437
751	0.1250184002
752	0.1249788409
753	0.1249289394
754	0.124888401
755	0.124871705
756	0.1248382619
757	0.1247832493
758	0.1247511759
759	0.1247078981
760	0.1247006767
761	0.1246629665
762	0.1246330462
763	0.1245787658
764	0.1245372243
765	0.1245130465
766	0.1244471094
767	0.1243914274
768	0.1243480337
769	0.1243162506
770	0.1242904114
771	0.1242260881
772	0.1241405019
773	0.1240872819
774	0.1240319295
775	0.123995037
776	0.1239537812
777	0.1239087379
778	0.1238637857
779	0.1238295165
780	0.1238053096
781	0.1237789511
782	0.1237614487
783	0.1237086257
784	0.1236845826
785	0.1236101329
786	0.1235715626
787	0.1235271868
788	0.1234807517
789	0.1234052606
790	0.1233182277
791	0.123275845
792	0.1232467193
793	0.123197785
794	0.123157152
795	0.1231227538
796	0.1230792198
797	0.1230351397
798	0.122992809
799	0.122971892
800	0.1228902795
801	0.1228841098
802	0.12282055
803	0.1227529604
804	0.1227267917
805	0.1226970752
806	0.1226636142
807	0.1226139808
808	0.1225760211
809	0.1225123512
810	0.1224859965
811	0.1224644723
812	0.1224213266
813	0.1223787933
814	0.1223526684
815	0.122325491
816	0.1222752346
817	0.1222554334
818	0.1222145386
819	0.1221498993
820	0.1221053391
821	0.122071596
822	0.122022123
823	0.1219744276
824	0.1219270693
825	0.1218800674
826	0.1218250364
827	0.1217928194
828	0.1217427443
829	0.1217032538
830	0.1216473446
831	0.1215811667
832	0.1215300977
833	0.1214825647
834	0.1214290015
835	0.1213590512
836	0.1213152775
837	0.1212543712
838	0.1212124693
839	0.1211849395
840	0.121159231
841	0.1211113151
842	0.1210603736
843	0.1210294487
844	0.12099729
845	0.1209548396
846	0.120901072
847	0.1208703146
848	0.1208329813
849	0.1207954196
850	0.1207407995
851	0.1206834741
852	0.1206212637
853	0.1205843203
854	0.1205480757
855	0.1204956345
856	0.1204394262
857	0.1204031298
858	0.1203633962
859	0.1203356365
860	0.1202683941
861	0.1202282191
862	0.1201956956
863	0.1201136435
864	0.1200538544
865	0.1200213332
866	0.1199633186
867	0.1199268121
868	0.1198953228
869	0.1198637784
870	0.1198248717
871	0.1197912563
872	0.119731734
873	0.119681755
874	0.1196208214
875	0.1195922702
876	0.1195546032
877	0.1194873815
878	0.1194309583
879	0.1194091905
880	0.1193749942
881	0.1193395298
882	0.1193005086
883	0.1192516833
884	0.1192273483
885	0.1191884681
886	0.1191390277
887	0.1190897389
888	0.1190533993
889	0.1190080188
890	0.1189724546
891	0.1189336251
892	0.1188771346
893	0.1188385462
894	0.1187965542
895	0.1187492629
896	0.1187193609
897	0.1186806598
898	0.118641344
899	0.1185921913
900	0.1185593623
901	0.118504309
902	0.1184548645
903	0.118401669
904	0.1183608065
905	0.1182896887
906	0.1182326426
907	0.1182053522
908	0.118156043
909	0.1180972263
910	0.118058875
911	0.118011232
912	0.1179663125
913	0.1179324523
914	0.1178893405
915	0.1178403848
916	0.11780451
917	0.1177719609
918	0.1177384921
919	0.1176432552
920	0.11759411
921	0.1175573825
922	0.1175234386
923	0.1174962181
924	0.117479483
925	0.1174588558
926	0.1174203931
927	0.1173754317
928	0.1173286845
929	0.1172885171
930	0.1172587895
931	0.1172112653
932	0.1171705889
933	0.117139314
934	0.1171030854
935	0.1170749125
936	0.1170196867
937	0.1169669602
938	0.1169363168
939	0.1168830912
940	0.1168532892
941	0.1168227251
942	0.1167795234
943	0.1167496556
944	0.1166942902
945	0.1166584138
946	0.1166371057
947	0.1165820042
948	0.1165286151
949	0.1164991808
950	0.1164557324
951	0.1164268328
952	0.1163524061
953	0.1163289589
954	0.1163052751
955	0.116277591
956	0.1162384927
957	0.1162032909
958	0.1161641932
959	0.1161590058
960	0.1160876493
961	0.1160468875
962	0.1160164255
963	0.1159780685
964	0.1159463021
965	0.1159176635
966	0.1158575951
967	0.1158101485
968	0.1157693078
969	0.1157363086
970	0.1157087886
971	0.1156748724
972	0.1156307682
973	0.1155856619
974	0.1155450042
975	0.1154965175
976	0.1154566684
977	0.1154031904
978	0.115366246
979	0.1153267894
980	0.1152896011
981	0.1152541641
982	0.1152140488
983	0.1152092102
984	0.1151719379
985	0.115123378
986	0.1150768312
987	0.1150272489
988	0.1149759327
989	0.1149486299
990	0.1149104274
991	0.1148980001
992	0.1148547866
993	0.1148131353
994	0.1147854877
995	0.1147460537
996	0.1147240396
997	0.1146859899
998	0.1146481809
999	0.1146222206
